nome,vendedor,Avaliação,reviews,preco_antigo,preco_atual
Notebook Dell Latitude 3420 Core I7 11ªg 32gb Ram 512gb Ssd Cor Preto,Vendedor não encontrado,4.6,28,Preço não encontrado,5.608
"Notebook Samsung Galaxy Book Go Snapdragon® 7c (Kryo™ 468 Octa-core CPU, até 2.55 GHz), Windows 11 Home, 4GB, 128GB UFS, 14'' Full HD LED, 1.38kg",Vendedor não encontrado,4.7,7280,Preço não encontrado,2.27
"MacBook Air M2 (2022) 13.6"" space gray 8GB de Ram - 256GB SSD - Apple M",Vendedor não encontrado,4.9,398,6.99,6.57
Dell Notebook Core I5 8th 16gb Ssd Win11 Pro Latitude 5400 Cor Cinza-escuro,Vendedor não encontrado,4.2,67,Preço não encontrado,2.999
Notebook Hp 445 G10 Ryzen 5 7530u Radeon 1tb Nvme 32gb Ram Prateado,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,4.08
Notebook Dell Latitude 5420 Core I7 11th 32gb Ram 1tb Ssd Cor Cinza - Excelente (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,4.162
"Notebook Samsung Galaxy Book Go Snapdragon 7c Kryo 468 Octa-core 4GB RAM 128GB SSD 14"" Full HD W11 com Office 365 NP340XLA-K07BR",Vendedor não encontrado,4.7,890,Preço não encontrado,2.23
"Notebook Ideapad 1i Intel Core i7 1255U, 12GB RAM, 512GB SSD, Linux, Tela 15,6"" HD 82VYS01000",Vendedor não encontrado,4.8,5440,Preço não encontrado,4.199
Notebook Lenovo V14 Intel Core i5 8gb 256gb Linux 14 82uls00200 Preto,Vendedor não encontrado,4.7,6,Preço não encontrado,2.968
"Notebook Asus Vivobook 15 X1504za Intel Core I5 1235u 8gb Ram 512gb Ssd Windows 11 Tela 15,6 Fhd Silver - Nj986w",Vendedor não encontrado,4.9,295,Preço não encontrado,3.061
"Notebook Positivo Q464c Atom 4gb 64gb Ssd 14,1'' Vermelho Windows 10",Vendedor não encontrado,4.0,853,Preço não encontrado,1.399
Notebook Lenovo E14 Amd Ryzen 7 32gb 512gb Windows 11 Pro,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,6.997
Notebook Lenovo Thinkpad E14 Amd Ryzen 5 16gb 512gb W11 Pro,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,5.185
"MacBook Air M2 (2022) 13.6"" silver 8GB de Ram - 256GB SSD - Apple M",Vendedor não encontrado,4.9,398,Preço não encontrado,7.399
"Macbook Pro 14 Apple Pro M4 24 GB SSD 512 GB de espaço, cor preta",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,17.498
"Notebook Dell Latitude 3450 I5 16gb 512ssd W11 Pro, cor preta",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,5.248
Notebook Acer Aspire 3 Intel Core I3 11ª 4gb Ssd 512gb 15.6,Vendedor não encontrado,4.9,21,Preço não encontrado,2.599
"Notebook Latitude 5400 14"" preto 16GB de Ram - 240GB SSD - Intel Core i5",Vendedor não encontrado,4.2,67,Preço não encontrado,2.999
Notebook Acer Aspire 5 Intel I5 12450h 8gb Ram 512gb Cinza Cinza,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.956
Notebook Lenovo Ideapad 1i Ci3 8gb 256gb W11 15.6 82vy000sbr,Vikings,5.0,7,3.998,2.754
Notebook Dell Vostro 3501 I5-10th 8gb Ram 120gb Ssd,Vendedor não encontrado,5.0,1,3.999,1.999
Notebook Dell 8265u Core I5 8g 256ssd 8gb  W11 Touch Screen,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.364
"Notebook HP 255 G9 15.6""",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,3.122
Notebook Dell Latitude 7450 Ultra 7 32gb Ram 1tb Ssd,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,10.4
"Notebook Dell Latitude 3550 Full HD Intel Core i5-1335U de 16 GB 512 ssd Windows 11 Pro de 15,6 polegadas, cor cinza",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,7.1
Notebook Lenovo G40 80 Intel I5 5a 8gb Ssd 240gb (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,1.699,1.614
Notebook Lenovo Thinkpad T14 Core I7 11th 32gb Ssd 1tb M.2 Cor Black,Vendedor não encontrado,5.0,1,Preço não encontrado,5.899
Notebook Latitude 5320 Intel Core I7 11°ger 16gb 512gb Ssd Cinza (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.999
"Apple Macbook Air 13 Estelar M4 16 Gb, Ssd De 256 Gb",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,7.796
Notebook Asus Vivobook X1404va 14 Fhd 128 gb/8 GB de RAM i3-1315U W11 Quiet Blue,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.34
Notebook Dell Inspiron I15-i120k-u25m 15.6  Full Hd 12ª Gera Preto,Dell,4.8,8,3.319,3.069
"Notebook Vaio Fe16 Amd Ryzen 5-5625u Windows 11 Home 8gb RAM 256gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11x-b0421h - Permite upgrade de memória RAM e SSD",Loi Brasil,5.0,1,4.666,3.299
"Notebook Samsung Galaxy Book4 Intel® Core™ i5-1335U, Windows 11 Home, 8GB, 256GB SSD, Iris Xe, 15.6'' Full HD LED, 1.55kg",Vikings,4.9,1356,5.712,3.899
"Apple Macbook Air 13 Estelar M4 16 Gb, Ssd De 256 Gb",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,7.796
Notebook Asus Vivobook X1404va 14 Fhd 128 gb/8 GB de RAM i3-1315U W11 Quiet Blue,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.34
Notebook Ultra Win11 14 Pol. Core I5 8gb Ram 256gb Ssd Ub540 Cor Preto,Vendedor não encontrado,4.7,32,Preço não encontrado,2.558
Notebook Hp Probook 640 G7 Core I5-10° Geração 16gb Ssd 512g Prateado,Vendedor não encontrado,5.0,2,Preço não encontrado,2.698
Notebook Asus Vivobook 15 Core I3 4gb 256ssd Linux Prata Cor Prateado,Vendedor não encontrado,4.5,67,Preço não encontrado,2.279
Notebook Core I3 Trabalho/estudo/jogos - Barato Master N190i 8gb Ram (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,1.099
Notebook Gamer Acer Nitro V15 15.6 Fhd 144hz I5-13420h Ssd 512gb 8gb Ddr5 Rtx 2050 4gb Linux Gutta Anv15-51-50kd,Carrefour,4.8,256,4.999,4.299
Notebook Gamer Lenovo Loq-e Ci5 Rtx3050 512gb 16gb W11+ubook,Mobcom,4.8,19,6.657,4.699
Notebook Positivo Vision C15 Lumina Bar Celeron 8gb 128gb Emmc 15 Hd Linux - Cinza,123 Comprou,Avaliação não encontrada,reviews não encontrados,3.123,1.664
"MacBook Air M2 (2022) 13.6"" starlight 8GB de Ram - 256GB SSD - Apple M",Vendedor não encontrado,4.9,398,Preço não encontrado,6.687
Probook Hp 6460b I5 16gb Ssd 500 Web Cam Super Velocidade,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,1.399,1.329
Notebook Lenovo Thinkpad T450 I5- 5300u 8gb 240ssd Preto (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,1.75,1.4
"Notebook Lenovo ThinkPad ThinkPad T14 Gen 3 (Intel) 14"", Intel Core i7 i7-1255U 16GB de RAM 512GB SSD, Integrated Intel Iris Xe Graphics functions as UHD Graphics 60 Hz 1920x1200px Windows 11 Pro",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,7.317
Notebook Predator Helios 300 i7-10750H - Excelente (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,5.799
"Notebook V-Series V15 15.6"" black 8GB de Ram - 1TB HDD - Intel Core i5 - Excelente (Recondicionado)",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,3.599
Notebook Vaio Fe15 Amd Ryzen 5 8gb Ram 256gb Windows 11 Home Cor Cinza,Vendedor não encontrado,4.8,81,3.563,3.076
Notebook Samsung Galaxy Book4 Windows 11 Home Intel Core I3 8gb 256gb Ssd 15.6'' Full Hd Led 1.55 Kg Grafite,Vendedor não encontrado,4.9,4423,6.699,3.299
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 32gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0221h - - Permite upgrade de memória RAM e SSD",Vaio,4.8,37,4.999,3.799
Notebook Dell Latitude 5450 Ultra 5 135u 32gb 1tb Ssd Nvme,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,5.826
Notebook Dell I7 10th 16gb 240gb Ssd Latitude 7310,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,2.599,2.368
Notebook Yoga Slim 7x 9ª geração Snapdragon 32gb 1tb14,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,9.5
Ultrabook Lenovo Thinkpad L14 Gen2 I5-1145g7 16gb Nvme256+nf Cor Preto,Vendedor não encontrado,3.8,8,Preço não encontrado,3.322
Notebook Dell Core I7 8a Geração 16gb Ram 256gb Ssd Windows,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,1.89
Notebook Dell Latitude E6430 I5 16gb Hd 240 Ssd Bat. Nova,Vendedor não encontrado,5.0,2,1.55,1.426
Notebook Dell Latitude E6420 Core I5 8gb Ssd 120gb Hdmi Cor Prateado - Bom (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,950.0
Notebook Dell Latitude 3400 I5 8265 8gb 240ssd - Excelente (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,1.55
Macbook Air M4 16gb Ram 256gb Ssd (2025) Midnight Sky Blue Meia-noite,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,8.199
Notebook Dell Inspiron I15 i120k-u20p 15.6 Full Hd 12ª Gera,Dell,Avaliação não encontrada,reviews não encontrados,3.239,2.999
Notebook Dell Latitude I5 2.53ghz 120gb Ssd 4gb Cinza Cinza (Recondicionado),Vendedor não encontrado,4.0,1,Preço não encontrado,801.0
Notebook Dell Latitude 3450 Ultra5 135u 14t 16gb 512ssd,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,4.35
"MacBook Air 13-inch 13"" midnight 8GB de Ram - 256GB SSD - Apple Chip M3",Vendedor não encontrado,4.9,56,Preço não encontrado,7.999
Notebook Dell Inspiron 15 (3520) 15.6 FHD 512 GB/16 GB de RAM i5-1235U W11,Vendedor não encontrado,5.0,4,Preço não encontrado,3.909
Placa Filha On/off Compatível Dell Inspiron 5401 5402 5501,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,104.0
"Notebook Asus Vivobook Core I5 8gb 256ssd Linux 15,6 Prata Cor Prateado",Vendedor não encontrado,4.4,65,Preço não encontrado,2.658
Macbook Air M4 16gb 256ssd 13 Pol. Midnight (2025) | Nf-e,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,7.998
Macbook Air M2 2022 Midnight 16gb De Ram - 256gb Ssd - Apple,Vendedor não encontrado,5.0,1,Preço não encontrado,6.599
Macbook Air 13 Apple M4 8-core Gpu 16gb Ram 256gb Ssd Preto,Vendedor não encontrado,5.0,1,Preço não encontrado,8.199
Notebook Dell Vostro 3401 I5 10o 16gb 256gb Ssd Windows 11,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.499
Notebook Dell Latitude 5510 Core I5 10310u 16gb 256gb Ssd,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,3.799,3.229
"Notebook Dell 3420, Tela Full Hd, I5 11ªger, 16gb, Ssd-256gb Cinza (Recondicionado)",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.599
Notebook Dell Latitude 5290 I5 32gb Ram 1tb Ssd Win11 Hdmi,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,3.25
Notebook Dell Latitude Core I5 8ª Ger 16gb Ssd 256gb Windows Cinza (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.299
Notebook Asus Vivobook Go 15 E1504ga-nj434w Intel Core I3,Carrefour,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.855
Notebook Dell Latitude 3490 I5 7ger 16gb Ssd 240gb,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,1.8,1.71
Notebook Lenovo Thinkpad T14 Intel Core I5 10ager 16gb 256gb,Vendedor não encontrado,5.0,1,Preço não encontrado,1.699
Notebook Hp Probook 440 G3 I5 8gb Ssd 120gb,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,1.599
Notebook Lenovo Thinkpad X250 Intel Core I5 8gb 256gb Ssd,Vendedor não encontrado,5.0,2,1.699,1.342
Notebook Lenovo Thinkpad T480 Intel Core I5 8ag 8gb Ssd128gb,Vendedor não encontrado,5.0,5,Preço não encontrado,1.199
Notebook Dell Latitude 3540 (FM4RY) 16gb 256ssd Fhd preto Intel Core i7 (Novo com caixa aberta),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,5.25
Macbook Air M4 16gb Ram 256gb Ssd (2025) Midnight Sky Blue Azul-celeste,Vendedor não encontrado,5.0,1,Preço não encontrado,8.199
Macbook Air de 13 polegadas chip SSD M4 de 256 GB cor prata,Vendedor não encontrado,5.0,3,Preço não encontrado,8.1
Laptop Dell Inspiron i15-i1300-M50P 15.6 Full HD de 13ª geração RAM 16 GB Core i5 Cor Preto,Dell,4.8,79,Preço não encontrado,4.109
Notebook Dell Inspiron I15-i120k-u30p 15.6  Full Hd 12ª Gera Preto,Dell,4.7,36,3.579,3.299
Notebook Lenovo E14 Core I7-10ger 16gb 512ssd Windows 11 Preto (Recondicionado),Vendedor não encontrado,5.0,1,Preço não encontrado,3.999
"Notebook Vaio Fe16 Amd Ryzen 5-5625u Windows 11 Home 8gb RAM 256gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11x-b0421h - Permite upgrade de memória RAM e SSD",Loi Brasil,5.0,1,4.666,3.299
Notebook Gamer Acer Nitro V15 15.6 Fhd 144hz I5-13420h Ssd 512gb 8gb Ddr5 Rtx 2050 4gb Linux Gutta Anv15-51-50kd,Carrefour,4.8,256,4.999,4.299
Notebook Gamer Lenovo Loq-e Ci5 Rtx3050 512gb 16gb W11+ubook,Mobcom,4.8,19,6.657,4.699
Notebook Lenovo E14 Core I7-10ger 16gb 512ssd Windows 11 Preto (Recondicionado),Vendedor não encontrado,5.0,1,Preço não encontrado,3.999
Dell Latitude 3470 I7-6th 8gb Ram 240gb Ssd ( Detalhe ),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,2.599,1.299
Notebook Asus Vivobook X543u I3-7020u 8gb 256gb Ssd W10,Mercado Notebook,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,999.0
Notebook Lenovo Thinkpad T410/8gb Mem/ Ssd120gb,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,850.0
Netbook Mgb Pupil Estado De Novo,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,450.0
Notebook Dell Core I5 10th 16gb Ram 256gb Ssd Hdmi Win11 Pro Prateado (Recondicionado),Vendedor não encontrado,5.0,1,Preço não encontrado,1.99
Notebook Samsung Galaxy Book4 Windows 11 Home Intel Core I3 8gb 256gb Ssd 15.6'' Full Hd Led 1.55 Kg Grafite,Vendedor não encontrado,4.9,4423,6.699,3.299
"Notebook Vaio Fe16 Amd Ryzen 7-5825u Linux 32gb RAM 512gb Ssd Wi-Fi 6 Tela 16"" Ips Wuxga Antirreflexo - Cinza Grafite - Vjfe69f11xb0221h - - Permite upgrade de memória RAM e SSD",Vaio,4.8,37,4.999,3.799
Lenovo Loq-e Ci5 Rtx3050 16gb+controle Xbox Pc+giftcard R$50,Mobcom,4.8,40,6.656,4.999
Notebook Dell Latitude 3400 Core I5 16gb 240gb Ssd,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,1.75
Notebook Dell 15.6  Fhd Intel I7 16gb 512gb Ssd Preto,Dell,4.8,36,Preço não encontrado,4.769
HP Envy X360 2 em 1 Core i5 120u 14 Tac 8gb Ram 512gb Ssd Silver Color,Vendedor não encontrado,5.0,1,Preço não encontrado,4.599
"Notebook Dell Inspiron 15 Intel Core i5 - 1334U 13 Geração 8GB RAM 512GB SSD Linux Tela 15,6"" Full HD I15-I1300-U30P",Dell,4.4,29,3.469,3.199
Notebook Dell Inspiron 15.6 Full Hd AMD Ryzen 5 7520U Memória 8GB 512GB SSD Linux I15-A0507-U10P,Dell,4.6,34,3.249,2.999
Notebook Gamer Dell G15-i1300-m75p 15.6  Fhd 13ª Geração Int Preto,Dell,4.8,11,8.969,8.299
Lenovo Loq-e Ci5 Rtx3050 16gb+controle Xbox + Gift Card R$50,Mobcom,5.0,13,6.656,4.999
Lenovo Loq-e Ci5 Rtx3050 16gb+controle Xbox + Gift Card R$50,Mobcom,4.9,10,6.999,5.299
Notebook Positivo Vision C14 Lumina Bar Celeron 8gb 256gb Emmc Tela 14 Polegadas Hd Antirreflexo Linux Tecla Link - Cinza,Positivo,4.5,460,2.099,1.399
Notebook Dell Inspiron i15-i1300-M30P 15.6 Full HD de 13ª geração 8GB de RAM 512GB SSD cor Preto,Dell,4.9,42,3.789,3.499
Notebook Dell Inspiron 15 - I15-i120k-m25p 15.6 Full Hd 12ª i5 8GB RAM 512 SSD Windows,Dell,5.0,1,Preço não encontrado,3.429
Notebook Hp 14-dq0054dx Intel Celeron 4/64gb Tela 14  Rose,Vendedor não encontrado,3.9,11,Preço não encontrado,2.299
"Notebook Dell Inspiron 15 Intel Core i7 - 1355U (13ª Geração), 16GB RAM, 1TB SSD, Windows 11 Home, Tela 15,6"" Full HD - I15-I1300-M80P",Dell,4.8,111,Preço não encontrado,4.989
Notebook Dell Inspiron I15-i1300-m60p 15.6  Full Hd 13ª Gen  Preto,Dell,5.0,25,4.639,4.299
Notebook Dell Inspiron Plus I16-u7155h-m30 16  Qhd+ Intel® C Prata Gelo,Dell,3.7,3,9.819,8.999
Notebook Lenovo T480 Core I5-8350u 16gb Ssd 512gb Hdmi,Vendedor não encontrado,4.5,4,Preço não encontrado,2.999
Notebook Dell Inspiron I15-i1300-m10p 15.6  Full Hd 13ª Gen  Preto,Dell,4.4,14,3.459,3.199
Notebook Gamer Dell G15-i1300-u25p 15.6 Fhd 13ª i5 8GB 512 SSD RTX 3050 Linux,Dell,5.0,6,Preço não encontrado,6.009
Notebook 2 Em 1 Dell Inspiron 2in1-i150u-m50 14  Fhd+ Touch  Prata Gelo,Dell,4.9,13,7.019,6.499
Notebook Dell Inspiron I14-i120u-m20 14  Fhd+ Intel® Core 5 Prata Gelo,Dell,4.3,6,5.199,4.799
Chromebook Acer Cb514-4ht-359x Intel I3 512/8gb 14  Touch,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,3.059
Notebook Dell Inspiron I15-i1300-m70ps 15.6  Full Hd 13ªgen  Preto,Dell,5.0,2,5.019,4.649
Notebook Gamer Dell G15-i1300-u65p 15.6  Fhd 13ª Geração Int Preto,Dell,4.8,24,7.309,6.799
Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m10 14  Fhd+ Touch  Prata Gelo,Dell,5.0,3,6.019,5.599
Notebook 2 Em 1 Dell Inspiron 2in1-i1300-m30 14  Fhd+ Touch  Prata Gelo,Dell,4.9,8,6.149,5.699
"Notebook Dell Inspiron I15 Intel Core i5 - 1235U (12ª Geração), 16GB RAM, 512 SSD, Windows 11 Home, Tela 15,6"" FULL HD - I15-I120K-M30P",Dell,4.9,59,Preço não encontrado,3.739
Notebook Lenovo Ideapad Flex 5 2-em-1 I5 Ssd 512 Gb Touch,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,3.874
Notebook Lenovo Ideapad 1 R3-7320U 4GB de RAM 256GB SSD W11 Home 15.6 82x5000ebr,Vendedor não encontrado,4.8,1021,Preço não encontrado,2.058
Notebook Ideapad Gaming 3 R7 16gb 512gb Ssd Rtx 3060 Linux Cor Shadow black,Vendedor não encontrado,4.4,23,Preço não encontrado,6.466
Notebook Dell Latitude 3490 Core I5 7th 16gb 256 Ssd M2,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,1.799,1.691
Notebook Dell 8265u Core I5 8g 256ssd 8gb  W11 Touch Screen,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.364
Notebook Blackview Acebook 8 Tela 15.6 Intel 512/16 Gb Ssd,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.499
Macbook Air de 13 polegadas Chip M4 512 GB SSD azul meia-noite azul meia-noite,Vendedor não encontrado,5.0,1,Preço não encontrado,10.229
Notebook Dell Latitude 3420 I5 11th Com 16gb 512gb - Excelente (Recondicionado),Micro Livre,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,2.771
Notebook I5 10gen Ssd 256gb 32gb Tela Touch Fhd Hdmi Usb-c N,INFO OUTLET,5.0,3,3.999,2.799
"Notebook ASUS Vivobook 15 X1504VA Intel Core i5 1334U 16Gb Ram 1TB SSD Linux KeepOS Intel Iris Xe Tela 15,6"" LED FHD Silver NJ2247",Vendedor não encontrado,4.4,10,3.899,3.399
"Apple MacBook Pro A2251 (Mid 2020) 13"" - 512 GB de SSD - Cinza-espacial - Bom (Recondicionado)",Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,4.099
Notebook Dell Inspiron I15-a0507-m10p 15.6  Full Hd Amd Ryze Preto,Dell,4.9,9,3.569,3.299
Notebook Lenovo Thinkbook 14 Intel Core I7 16gb 512gb W11pro,Lenovo,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,6.479
Notebook Lenovo V14 G4 Intel Core I5 8gb 256gb Ssd Linux 14,Lenovo,5.0,1,3.349,3.089
"Notebook Latitude 5400 14"" preto 16GB de Ram - 512GB SSD - Intel Core i5",Vendedor não encontrado,4.2,67,Preço não encontrado,3.456
Chip Macbook Air de 15 polegadas SSD M4 de 512 GB - azul meia-noite azul meia-noite,Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,Preço não encontrado,12.499
Notebook Hp 240 G7 I5-8250u 8gb 240gb Ssd Cor Preto - Excelente (Recondicionado),Vendedor não encontrado,Avaliação não encontrada,reviews não encontrados,1.844,1.696
Apple Macbook air 13 M4 16gb Ram 256gb Ssd Prateado,Apple,5.0,1,Preço não encontrado,12.998
Notebook Asus Vivobook S14 Core Ultra 7 32gb 1tb Ssd W11,Asus,5.0,3,9.499,7.999
